"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FFEX","Frozen Food Express Industries, Inc.","0.86","15472177.44","n/a","1971","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ffex",
"FSBW","FS Bancorp, Inc.","13","42121625","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fsbw",
"FSYS","Fuel Systems Solutions, Inc.","15.41","308562273.69","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fsys",
"FTEK","Fuel Tech, Inc.","4.41","97193864.25","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","1.02","189587485.68","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
"FULL","Full Circle Capital Corporation","7.55","46956334.1","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/full",
"FULT","Fulton Financial Corporation","10.34","2058787060","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fult",
"FURX","Furiex Pharmaceuticals, Inc.","20.38","204111752.86","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/furx",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","1.4499","18939318.75","n/a","2006","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ffhl",
"FXEN","FX Energy, Inc.","4.26","225465177.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fxen",
"GK","G&K Services, Inc.","35.92","686884869.6","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/gk",
"WILC","G. Willi-Food International,  Ltd.","4.95","64222512.75","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/wilc",
"GAIA","Gaiam, Inc.","3.2","72677232","n/a","1999","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/gaia",
"GALT","Galectin Therapeutics Inc.","2.04","32571531.48","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALTU","Galectin Therapeutics Inc.","4.832","0","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtu",
"GALTW","Galectin Therapeutics Inc.","0.468","0","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtw",
"GALE","Galena Biopharma, Inc.","1.7","114926210.1","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gale",
"GPIC","Gaming Partners International Corporation","7.04","57027548.16","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/gpic",
"GRMN","Garmin Ltd.","42.09","8757978523.62","n/a","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/grmn",
"GKNT","Geeknet, Inc.","17.6","115228819.2","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gknt",
"GENC","Gencor Industries Inc.","7.62","72526169.4","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/genc",
"GNCMA","General Communication, Inc.","9.42","392836721.04","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GFN","General Finance Corporation","4.39","96696910.09","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfn",
"GFNCL","General Finance Corporation","3.85","0","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfncl",
"GFNCZ","General Finance Corporation","0.24","0","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/gfncz",
"GENE","Genetic Technologies Ltd","2.41","37336667.13","n/a","1980","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNMK","GenMark Diagnostics, Inc.","9.47","309341754.68","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GHDX","Genomic Health, Inc.","27.96","859767595.44","n/a","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GNTX","Gentex Corporation","19.11","2728024946.01","n/a","1981","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","13.88","412253003","n/a","2006","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/thrm",
"GENT","Gentium SpA","11.6399","174809764.185","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gent",
"GTIV","Gentiva Health Services, Inc.","10.64","325943514.96","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/gtiv",
"GNVC","GenVec, Inc.","1.42","18386118.82","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gnvc",
"GEOY","GeoEye, Inc.","31.99","721620663.05","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/geoy",
"GMETP","GeoMet, Inc.","7.47","33985041.39","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gmetp",
"GTWN","Georgetown Bancorp, Inc.","11.03","21401531.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gtwn",
"GEOS","Geospace Technologies Corporation","89.76","1151397836.16","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/geos",
"GABC","German American Bancorp, Inc.","22.84","288483954.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","1.53","200056045.05","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gern",
"GEVO","Gevo, Inc.","1.82","71722654.64","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"ROCK","Gibraltar Industries, Inc.","16.17","494227673.94","n/a","1993","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","0.98","49705576.48","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/gigm",
"GIGA","Giga-tronics Incorporated","1.4742","7414853.0274","n/a","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GIII","G-III Apparel Group, LTD.","34.2986","689343380.887","n/a","1989","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","5.34","221795073.72","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gilt",
"GILD","Gilead Sciences, Inc.","74.95","56912228103.4","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GIVN","Given Imaging Ltd.","17.51","542934110.88","n/a","2001","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/givn",
"GBCI","Glacier Bancorp, Inc.","15.2","1093445774.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","8.38","175981340.8","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/glad",
"GLADP","Gladstone Capital Corporation","25.3999","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gladp",
"GOOD","Gladstone Commercial Corporation","18.12","198330267.48","n/a","1980","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/good",
"GOODN","Gladstone Commercial Corporation","26.05","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodn",
"GOODO","Gladstone Commercial Corporation","25.1595","28933425","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodo",
"GOODP","Gladstone Commercial Corporation","25.5","25500000","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/goodp",
"GAIN","Gladstone Investment Corporation","7.13","185951348.29","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/gain",
"GAINP","Gladstone Investment Corporation","26.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gainp",
"GLCH","Gleacher & Company, Inc.","0.7503","93386869.812","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/glch",
"GLBZ","Glen Burnie Bancorp","11.5","31437044","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/glbz",
"EAGL","Global Eagle Acquisition Corp.","9.97","230921002.45","n/a","1992","Finance","Business Services","http://www.nasdaq.com/symbol/eagl",
"EAGLU","Global Eagle Acquisition Corp.","10.89","190575000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/eaglu",
"EAGLW","Global Eagle Acquisition Corp.","0.75","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/eaglw",
"GBLI","Global Indemnity plc","23.33","587748210.64","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/gbli",
"GLPW","Global Power Equipment Group Inc","17.26","293339257.72","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/glpw",
"GSOL","Global Sources Ltd.","6.66","226320033.42","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/gsol",
"SOCL","Global X Funds Global X Social Media Index ETF","13.3","11970000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/socl",
"QQQC","Global X NASDAQ China Technology ETF","14.41","2882000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqqc",
"GAI","Global-Tech Advanced Innovations Inc.","7.07","21496172.39","n/a","1971","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gai",
"GSM","Globe Specialty Metals Inc.","14.31","1073987666.19","n/a","2009","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gsm",
"GCOM","Globecomm Systems Inc.","11.56","269075773.56","n/a","1997","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/gcom",
"GLBS","Globus Maritime Limited","1.75","17761318.75","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GLUU","Glu Mobile Inc.","2.32","152986124.4","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/gluu",
"GLNG","Golar LNG Limited","37.9","3047427611.9","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/glng",
"GMLP","Golar LNG Partners LP","30.4068","1055771500.2012","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/gmlp",
"GLDC","Golden Enterprises, Inc.","3.43","40249787.76","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gldc",
"GBDC","Golub Capital BDC, Inc.","16.03","458173002.63","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/gbdc",
"GTIM","Good Times Restaurants Inc.","2.4199","6597165.2586","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/gtim",
"GOOG","Google Inc.","723.67","237793758924.64","n/a","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GMAN","Gordmans Stores, Inc.","14.94","290273204.16","n/a","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/gman",
"LOPE","Grand Canyon Education, Inc.","23.8","1063906719.4","n/a","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lope",
"GCFB","Granite City Food And Brewery Ltd.","2.09","16828078.08","n/a","2000","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/gcfb",
"GRVY","GRAVITY Co., Ltd.","1.33","36968148","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grvy",
"GLDD","Great Lakes Dredge & Dock Corporation","9.2501","548343615.475","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gldd",
"GSBC","Great Southern Bancorp, Inc.","26.69","362742455.5","n/a","1989","Finance","Major Banks","http://www.nasdaq.com/symbol/gsbc",
"GMCR","Green Mountain Coffee Roasters, Inc.","42.87","6364116362.31","n/a","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"GPRE","Green Plains Renewable Energy, Inc.","8.14","241582281.82","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpre",
"GCBC","Greene County Bancorp, Inc.","20.5","85806255.5","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/gcbc",
"GLRE","Greenlight Reinsurance, Ltd.","23.22","851678322.66","n/a","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/glre",
"GRIF","Griffin Land & Nurseries, Inc.","28.75","147761372.5","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/grif",
"GRFS","Grifols, S.A.","25.55","8343716459.75","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/grfs",
"GRPN","Groupon, Inc.","5.12","3357266411.52","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/grpn",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","22.7","1132056945","n/a","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/omab",
"GGAL","Grupo Financiero Galicia S.A.","6.97","865260679","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ggal",
"GSIG","GSI Group, Inc.","8.95","301714022.8","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/gsig",
"GSIT","GSI Technology, Inc.","6.62","178105095.66","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/gsit",
"GSVC","GSV Capital Corp","8.88","171562488","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gsvc",
"GTAT","GT Advanced Technologies, Inc.","3.42","407016922.32","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/gtat",
"GTXI","GTx, Inc.","4.5","282676158","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gtxi",
"GPRC","Guanwei Recycling Corp.","1.64","17068836.28","n/a","n/a","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/gprc",
"GBNK","Guaranty Bancorp","2","202309452","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gbnk",
"GFED","Guaranty Federal Bancshares, Inc.","7","19064136","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gfed",
"GUID","Guidance Software, Inc.","11.74","294885320","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/guid",
"GIFI","Gulf Island Fabrication, Inc.","24.23","349202832.69","n/a","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","1.1801","41002978.0942","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gure",
"GPOR","Gulfport Energy Corporation","39.13","2180233679.26","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gpor",
"GYRO","Gyrodyne Company of America, Inc.","72.51","107509126.8","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","17.31","608340666.66","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/hees",
"HNRG","Hallador Energy Company","8.28","234721440","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","9.26","178379611.82","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","6.5701","740483724.9492","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo",
"HBK","Hamilton Bancorp, Inc.","11.38","42140140","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk",
"HBNK","Hampden Bancorp, Inc.","15.2399","89380565.7095","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbnk",
"HMPR","Hampton Roads Bankshares Inc","1.19","202631357.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmpr",
"HBHC","Hancock Holding Company","32.98","2796117450.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhc",
"HNH","Handy & Harman Ltd.","15.6","205115102.4","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh",
"HAFC","Hanmi Financial Corporation","14.1","444025088.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hafc",
"HNSN","Hansen Medical, Inc.","2.14","143161214.96","n/a","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"HSOL","Hanwha SolarOne Co., Ltd.","1.27","117482151.37","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/hsol",
"HDNG","Hardinge, Inc.","10.54","123215498.5","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hdng",
"HLIT","Harmonic Inc.","5","578903850","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/hlit",
"TINY","Harris & Harris Group, Inc.","3.47","107572085.47","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/tiny",
"HPOL","Harris Interactive, Inc.","1.23","70987531.2","n/a","1999","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hpol",
